postcode,lat,lon,point
HP11 1HW,51.6128771,-0.704087787,"POINT((-0.704087787,51.6128771))"
HP11 1HX,51.61606358,-0.720795068,"POINT((-0.720795068,51.61606358))"
HP11 1HY,51.61546277,-0.71847211,"POINT((-0.71847211,51.61546277))"
HP11 1HZ,51.61431831,-0.715774585,"POINT((-0.715774585,51.61431831))"
HP11 1JA,51.615005,-0.715838388,"POINT((-0.715838388,51.615005))"
HP11 1JB,51.61322884,-0.713176739,"POINT((-0.713176739,51.61322884))"
HP11 1JD,51.61541353,-0.706600945,"POINT((-0.706600945,51.61541353))"
HP11 1JE,51.61507131,-0.706552898,"POINT((-0.706552898,51.61507131))"
HP11 1JF,51.61571605,-0.70712676,"POINT((-0.70712676,51.61571605))"
HP11 1JG,51.61207674,-0.711432894,"POINT((-0.711432894,51.61207674))"
HP11 1JH,51.62004402,-0.718054181,"POINT((-0.718054181,51.62004402))"
HP11 1JJ,51.61011463,-0.707053,"POINT((-0.707053,51.61011463))"
HP11 1JL,51.60826798,-0.704421191,"POINT((-0.704421191,51.60826798))"
HP11 1JN,51.60723447,-0.703656356,"POINT((-0.703656356,51.60723447))"
HP11 1JP,51.60851348,-0.70548286,"POINT((-0.70548286,51.60851348))"
HP11 1JQ,51.61205111,-0.709917165,"POINT((-0.709917165,51.61205111))"
HP11 1JR,51.60714469,-0.702041534,"POINT((-0.702041534,51.60714469))"
HP11 1JS,51.61068579,-0.706778625,"POINT((-0.706778625,51.61068579))"
HP11 1JT,51.60621431,-0.702472399,"POINT((-0.702472399,51.60621431))"
HP11 1JU,51.611257,-0.704654,"POINT((-0.704654,51.611257))"
HP11 1JW,51.60784754,-0.702989047,"POINT((-0.702989047,51.60784754))"
HP11 1JX,51.627733,-0.747209,"POINT((-0.747209,51.627733))"
HP11 1JY,51.61544343,-0.707683358,"POINT((-0.707683358,51.61544343))"
HP11 1JZ,51.61509779,-0.708140919,"POINT((-0.708140919,51.61509779))"
HP11 1LB,51.61598542,-0.71200107,"POINT((-0.71200107,51.61598542))"
HP11 1LD,51.61225711,-0.710662335,"POINT((-0.710662335,51.61225711))"
HP11 1LE,51.61534782,-0.707166108,"POINT((-0.707166108,51.61534782))"
HP11 1LF,51.61526883,-0.707341674,"POINT((-0.707341674,51.61526883))"
HP11 1LH,51.6216089,-0.723860496,"POINT((-0.723860496,51.6216089))"
HP11 1LJ,51.62232977,-0.727035,"POINT((-0.727035,51.62232977))"
HP11 1LN,51.620584,-0.725435,"POINT((-0.725435,51.620584))"
HP11 1LP,51.62076482,-0.721486271,"POINT((-0.721486271,51.62076482))"
HP11 1LQ,51.61502978,-0.707680662,"POINT((-0.707680662,51.61502978))"
HP11 1LR,51.62764847,-0.7461278,"POINT((-0.7461278,51.62764847))"
HP11 1LS,51.61176965,-0.710488394,"POINT((-0.710488394,51.61176965))"
HP11 1LT,51.62800424,-0.747447158,"POINT((-0.747447158,51.62800424))"
HP11 1NA,51.62817405,-0.748193752,"POINT((-0.748193752,51.62817405))"
HP11 1NF,51.62800085,-0.747129408,"POINT((-0.747129408,51.62800085))"
HP11 1NH,51.6283973,-0.743838888,"POINT((-0.743838888,51.6283973))"
HP11 1NJ,51.628366,-0.747577235,"POINT((-0.747577235,51.628366))"
HP11 1NL,51.62797108,-0.74417,"POINT((-0.74417,51.62797108))"
HP11 1NN,51.61828894,-0.719548067,"POINT((-0.719548067,51.61828894))"
HP11 1NP,51.62836011,-0.747090617,"POINT((-0.747090617,51.62836011))"
HP11 1NQ,51.61796485,-0.720455,"POINT((-0.720455,51.61796485))"
HP11 1NT,51.62801379,-0.745814333,"POINT((-0.745814333,51.62801379))"
HP11 1NW,51.61797779,-0.719874598,"POINT((-0.719874598,51.61797779))"
HP11 1NY,51.61849032,-0.722128061,"POINT((-0.722128061,51.61849032))"
HP11 1NZ,51.628722,-0.745535,"POINT((-0.745535,51.628722))"
HP11 1PA,51.617364,-0.756363,"POINT((-0.756363,51.617364))"
HP11 1PD,51.62628891,-0.746800938,"POINT((-0.746800938,51.62628891))"
HP11 1PE,51.626226,-0.750891,"POINT((-0.750891,51.626226))"
HP11 1PH,51.61801516,-0.758526455,"POINT((-0.758526455,51.61801516))"
HP11 1PL,51.61557941,-0.759473958,"POINT((-0.759473958,51.61557941))"
HP11 1PN,51.61894487,-0.759714432,"POINT((-0.759714432,51.61894487))"
HP11 1PP,51.619141,-0.753469,"POINT((-0.753469,51.619141))"
HP11 1PT,51.61932852,-0.752640525,"POINT((-0.752640525,51.61932852))"
HP11 1PU,51.61713434,-0.75008631,"POINT((-0.75008631,51.61713434))"
HP11 1PW,51.6184697,-0.755813,"POINT((-0.755813,51.6184697))"
HP11 1PX,51.61838227,-0.748217593,"POINT((-0.748217593,51.61838227))"
HP11 1PY,51.61901806,-0.749659006,"POINT((-0.749659006,51.61901806))"
HP11 1QA,51.61669043,-0.742197713,"POINT((-0.742197713,51.61669043))"
HP11 1QD,51.61603481,-0.759172671,"POINT((-0.759172671,51.61603481))"
HP11 1QE,51.61655526,-0.759071817,"POINT((-0.759071817,51.61655526))"
HP11 1QF,51.61559044,-0.751183091,"POINT((-0.751183091,51.61559044))"
HP11 1QG,51.61525176,-0.751466809,"POINT((-0.751466809,51.61525176))"
HP11 1QH,51.61590321,-0.751231,"POINT((-0.751231,51.61590321))"
HP11 1QJ,51.61663986,-0.750937634,"POINT((-0.750937634,51.61663986))"
HP11 1QL,51.62415631,-0.755108478,"POINT((-0.755108478,51.62415631))"
HP11 1QN,51.62566301,-0.755587328,"POINT((-0.755587328,51.62566301))"
HP11 1QP,51.61922466,-0.751328909,"POINT((-0.751328909,51.61922466))"
HP11 1QQ,51.61647135,-0.752848838,"POINT((-0.752848838,51.61647135))"
HP11 1QR,51.61845766,-0.749385517,"POINT((-0.749385517,51.61845766))"
HP11 1QS,51.619252,-0.747024,"POINT((-0.747024,51.619252))"
HP11 1QT,51.61839055,-0.747307368,"POINT((-0.747307368,51.61839055))"
HP11 1QU,51.62325234,-0.733637651,"POINT((-0.733637651,51.62325234))"
HP11 1QW,51.61707518,-0.751286784,"POINT((-0.751286784,51.61707518))"
HP11 1QX,51.623073,-0.734365,"POINT((-0.734365,51.623073))"
HP11 1QY,51.62189598,-0.732100842,"POINT((-0.732100842,51.62189598))"
HP11 1QZ,51.62105283,-0.731459857,"POINT((-0.731459857,51.62105283))"
HP11 1RB,51.6196318,-0.729766098,"POINT((-0.729766098,51.6196318))"
HP11 1RD,51.61710382,-0.718064793,"POINT((-0.718064793,51.61710382))"
HP11 1RE,51.61753263,-0.726197,"POINT((-0.726197,51.61753263))"
HP11 1RF,51.61797293,-0.726042447,"POINT((-0.726042447,51.61797293))"
HP11 1RG,51.61729526,-0.719128262,"POINT((-0.719128262,51.61729526))"
HP11 1RH,51.61604343,-0.719204,"POINT((-0.719204,51.61604343))"
HP11 1RJ,51.618278,-0.716789,"POINT((-0.716789,51.618278))"
HP11 1RL,51.61824353,-0.718682682,"POINT((-0.718682682,51.61824353))"
HP11 1RN,51.61883065,-0.726365103,"POINT((-0.726365103,51.61883065))"
HP11 1RQ,51.61663574,-0.719666806,"POINT((-0.719666806,51.61663574))"
HP11 1RR,51.61755877,-0.720073,"POINT((-0.720073,51.61755877))"
HP11 1RS,51.618582,-0.717489,"POINT((-0.717489,51.618582))"
HP11 1RT,51.61721295,-0.716530649,"POINT((-0.716530649,51.61721295))"
HP11 1RU,51.61770955,-0.716718861,"POINT((-0.716718861,51.61770955))"
HP11 1RW,51.61775223,-0.721455364,"POINT((-0.721455364,51.61775223))"
HP11 1RX,51.61773148,-0.717902669,"POINT((-0.717902669,51.61773148))"
HP11 1RY,51.61693429,-0.717361815,"POINT((-0.717361815,51.61693429))"
HP11 1RZ,51.61720854,-0.716835,"POINT((-0.716835,51.61720854))"
HP11 1SA,51.61674505,-0.716500514,"POINT((-0.716500514,51.61674505))"
HP11 1SE,51.61641277,-0.718185368,"POINT((-0.718185368,51.61641277))"
HP11 1SF,51.6183532,-0.725454025,"POINT((-0.725454025,51.6183532))"
HP11 1SG,51.619112,-0.723316056,"POINT((-0.723316056,51.619112))"
HP11 1SJ,51.61696598,-0.716147627,"POINT((-0.716147627,51.61696598))"
HP11 1SL,51.61646274,-0.715352971,"POINT((-0.715352971,51.61646274))"
HP11 1SN,51.61609121,-0.718382194,"POINT((-0.718382194,51.61609121))"
HP11 1SQ,51.61876568,-0.721816993,"POINT((-0.721816993,51.61876568))"
HP11 1SR,51.61604767,-0.715220252,"POINT((-0.715220252,51.61604767))"
HP11 1SS,51.61573431,-0.715344648,"POINT((-0.715344648,51.61573431))"
HP11 1ST,51.61556605,-0.715580494,"POINT((-0.715580494,51.61556605))"
HP11 1SW,51.61554699,-0.717949771,"POINT((-0.717949771,51.61554699))"
HP11 1SX,51.61771549,-0.760802365,"POINT((-0.760802365,51.61771549))"
HP11 1SY,51.61910346,-0.763667931,"POINT((-0.763667931,51.61910346))"
HP11 1SZ,51.6170894,-0.764531513,"POINT((-0.764531513,51.6170894))"
HP11 1TA,51.61775305,-0.765221259,"POINT((-0.765221259,51.61775305))"
HP11 1TB,51.61846961,-0.76495626,"POINT((-0.76495626,51.61846961))"
HP11 1TD,51.6188395,-0.765771,"POINT((-0.765771,51.6188395))"
HP11 1TE,51.61739266,-0.766863217,"POINT((-0.766863217,51.61739266))"
HP11 1TF,51.61678286,-0.767876367,"POINT((-0.767876367,51.61678286))"
HP11 1TG,51.616311,-0.767311,"POINT((-0.767311,51.616311))"
HP11 1TH,51.61428133,-0.769417287,"POINT((-0.769417287,51.61428133))"
HP11 1TJ,51.61503199,-0.760427695,"POINT((-0.760427695,51.61503199))"
HP11 1TL,51.6132429,-0.770716326,"POINT((-0.770716326,51.6132429))"
HP11 1TN,51.61484621,-0.773561665,"POINT((-0.773561665,51.61484621))"
HP11 1TP,51.61424773,-0.772220147,"POINT((-0.772220147,51.61424773))"
HP11 1TQ,51.61493366,-0.76817197,"POINT((-0.76817197,51.61493366))"
HP11 1TR,51.6146221,-0.771906741,"POINT((-0.771906741,51.6146221))"
HP11 1TS,51.61430808,-0.770254262,"POINT((-0.770254262,51.61430808))"
HP11 1TT,51.61491444,-0.770627845,"POINT((-0.770627845,51.61491444))"
HP11 1TU,51.61504157,-0.771606555,"POINT((-0.771606555,51.61504157))"
HP11 1TW,51.61408137,-0.773510062,"POINT((-0.773510062,51.61408137))"
HP11 1TX,51.61419842,-0.776973234,"POINT((-0.776973234,51.61419842))"
HP11 1TY,51.61392126,-0.777125112,"POINT((-0.777125112,51.61392126))"
HP11 1UA,51.612033,-0.774461,"POINT((-0.774461,51.612033))"
HP11 1UB,51.6138792,-0.774815374,"POINT((-0.774815374,51.6138792))"
HP11 1UD,51.61304245,-0.778217482,"POINT((-0.778217482,51.61304245))"
HP11 1UN,51.61733235,-0.763456164,"POINT((-0.763456164,51.61733235))"
HP11 1UP,51.61411912,-0.761564,"POINT((-0.761564,51.61411912))"
HP11 1UT,51.61433405,-0.704927332,"POINT((-0.704927332,51.61433405))"
HP11 1UW,51.617201,-0.765318,"POINT((-0.765318,51.617201))"
HP11 1WN,51.627934,-0.745479,"POINT((-0.745479,51.627934))"
HP11 1WP,51.628121,-0.745286,"POINT((-0.745286,51.628121))"
HP11 1WR,51.626228,-0.738115,"POINT((-0.738115,51.626228))"
HP11 1XA,51.61460026,-0.714423408,"POINT((-0.714423408,51.61460026))"
HP11 1XE,51.61183563,-0.709128943,"POINT((-0.709128943,51.61183563))"
HP11 1XF,51.61133622,-0.709504162,"POINT((-0.709504162,51.61133622))"
HP11 1XS,51.62741517,-0.743649301,"POINT((-0.743649301,51.62741517))"
HP11 1XT,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 1YD,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 1ZH,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 2AG,51.62858681,-0.749683,"POINT((-0.749683,51.62858681))"
HP11 2AP,51.63133687,-0.769244849,"POINT((-0.769244849,51.63133687))"
HP11 2AR,51.62871926,-0.750418137,"POINT((-0.750418137,51.62871926))"
HP11 2AT,51.63019077,-0.759451138,"POINT((-0.759451138,51.63019077))"
HP11 2AU,51.6292198,-0.752672695,"POINT((-0.752672695,51.6292198))"
HP11 2AW,51.62947618,-0.752435,"POINT((-0.752435,51.62947618))"
HP11 2AX,51.62918601,-0.751185497,"POINT((-0.751185497,51.62918601))"
HP11 2AY,51.629142,-0.751072791,"POINT((-0.751072791,51.629142))"
HP11 2AZ,51.62929411,-0.750359001,"POINT((-0.750359001,51.62929411))"
HP11 2BE,51.62882758,-0.748768123,"POINT((-0.748768123,51.62882758))"
HP11 2BF,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 2BH,51.62894813,-0.749111552,"POINT((-0.749111552,51.62894813))"
HP11 2BJ,51.629262,-0.752253,"POINT((-0.752253,51.629262))"
HP11 2BL,51.62866316,-0.748699,"POINT((-0.748699,51.62866316))"
HP11 2BN,51.62944815,-0.750470352,"POINT((-0.750470352,51.62944815))"
HP11 2BP,51.63054482,-0.752130669,"POINT((-0.752130669,51.63054482))"
HP11 2BQ,51.62956252,-0.753616861,"POINT((-0.753616861,51.62956252))"
HP11 2BW,51.6295637,-0.751189575,"POINT((-0.751189575,51.6295637))"
HP11 2BY,51.62955638,-0.755162,"POINT((-0.755162,51.62955638))"
HP11 2BZ,51.63020088,-0.755982,"POINT((-0.755982,51.63020088))"
HP11 2DB,51.63074769,-0.756313,"POINT((-0.756313,51.63074769))"
HP11 2DE,51.630037,-0.751653,"POINT((-0.751653,51.630037))"
HP11 2DF,51.63022382,-0.752385095,"POINT((-0.752385095,51.63022382))"
HP11 2DG,51.63066542,-0.753326568,"POINT((-0.753326568,51.63066542))"
HP11 2DH,51.630695,-0.755175,"POINT((-0.755175,51.630695))"
HP11 2DJ,51.63123787,-0.753888816,"POINT((-0.753888816,51.63123787))"
HP11 2DL,51.63033936,-0.752874,"POINT((-0.752874,51.63033936))"
HP11 2DN,51.632381,-0.755606,"POINT((-0.755606,51.632381))"
HP11 2DQ,51.62941154,-0.753794372,"POINT((-0.753794372,51.62941154))"
HP11 2DX,51.63274148,-0.756621816,"POINT((-0.756621816,51.63274148))"
HP11 2DZ,51.629141,-0.755333,"POINT((-0.755333,51.629141))"
HP11 2EB,51.63233104,-0.756922013,"POINT((-0.756922013,51.63233104))"
HP11 2EE,51.6324589,-0.758349,"POINT((-0.758349,51.6324589))"
HP11 2EL,51.631499,-0.757205,"POINT((-0.757205,51.631499))"
HP11 2EN,51.6320103,-0.756352831,"POINT((-0.756352831,51.6320103))"
HP11 2EQ,51.63226206,-0.757099,"POINT((-0.757099,51.63226206))"
HP11 2ET,51.63202513,-0.758116,"POINT((-0.758116,51.63202513))"
HP11 2FA,51.6327749,-0.766374047,"POINT((-0.766374047,51.6327749))"
HP11 2FE,51.62944794,-0.756379549,"POINT((-0.756379549,51.62944794))"
HP11 2FF,51.630951,-0.756955,"POINT((-0.756955,51.630951))"
HP11 2FG,51.634578,-0.766079,"POINT((-0.766079,51.634578))"
HP11 2FN,51.634565,-0.765367,"POINT((-0.765367,51.634565))"
HP11 2FP,51.629821,-0.758084,"POINT((-0.758084,51.629821))"
HP11 2FQ,51.628644,-0.755559,"POINT((-0.755559,51.628644))"
HP11 2FU,51.628644,-0.755559,"POINT((-0.755559,51.628644))"
HP11 2GW,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 2GZ,51.6278181,-0.754228212,"POINT((-0.754228212,51.6278181))"
HP11 2HB,51.62736023,-0.754529592,"POINT((-0.754529592,51.62736023))"
HP11 2HE,51.62813474,-0.751257701,"POINT((-0.751257701,51.62813474))"
HP11 2HF,51.62866387,-0.751245,"POINT((-0.751245,51.62866387))"
HP11 2HJ,51.6274494,-0.755307302,"POINT((-0.755307302,51.6274494))"
HP11 2HL,51.62978289,-0.752353845,"POINT((-0.752353845,51.62978289))"
HP11 2HQ,51.62859,-0.751645584,"POINT((-0.751645584,51.62859))"
HP11 2HS,51.630755,-0.754003,"POINT((-0.754003,51.630755))"
HP11 2HU,51.63028226,-0.75365493,"POINT((-0.75365493,51.63028226))"
HP11 2HY,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 2HZ,51.6276751,-0.753697472,"POINT((-0.753697472,51.6276751))"
HP11 2JA,51.62741963,-0.757590783,"POINT((-0.757590783,51.62741963))"
HP11 2JE,51.62926442,-0.758466,"POINT((-0.758466,51.62926442))"
HP11 2JF,51.6298076,-0.760631877,"POINT((-0.760631877,51.6298076))"
HP11 2JG,51.62984935,-0.762032197,"POINT((-0.762032197,51.62984935))"
HP11 2JH,51.62878908,-0.762956811,"POINT((-0.762956811,51.62878908))"
HP11 2JJ,51.62930801,-0.762711532,"POINT((-0.762711532,51.62930801))"
HP11 2JL,51.62901518,-0.759671022,"POINT((-0.759671022,51.62901518))"
HP11 2JN,51.62872204,-0.759868,"POINT((-0.759868,51.62872204))"
HP11 2JP,51.62813621,-0.759030406,"POINT((-0.759030406,51.62813621))"
HP11 2JQ,51.62896308,-0.762403065,"POINT((-0.762403065,51.62896308))"
HP11 2JR,51.62781611,-0.759225,"POINT((-0.759225,51.62781611))"
HP11 2JS,51.6278915,-0.757996869,"POINT((-0.757996869,51.6278915))"
HP11 2JU,51.627602,-0.756840725,"POINT((-0.756840725,51.627602))"
HP11 2JW,51.62795987,-0.756810314,"POINT((-0.756810314,51.62795987))"
HP11 2JX,51.62678552,-0.752060434,"POINT((-0.752060434,51.62678552))"
HP11 2JZ,51.628497,-0.753097,"POINT((-0.753097,51.628497))"
HP11 2LB,51.633926,-0.763207217,"POINT((-0.763207217,51.633926))"
HP11 2LE,51.62673627,-0.756742625,"POINT((-0.756742625,51.62673627))"
HP11 2LG,51.63329158,-0.760175707,"POINT((-0.760175707,51.63329158))"
HP11 2LH,51.62684417,-0.757592053,"POINT((-0.757592053,51.62684417))"
HP11 2LJ,51.627393,-0.758328,"POINT((-0.758328,51.627393))"
HP11 2LL,51.626886,-0.757201,"POINT((-0.757201,51.626886))"
HP11 2LP,51.63492287,-0.763945936,"POINT((-0.763945936,51.63492287))"
HP11 2LQ,51.63348234,-0.760358346,"POINT((-0.760358346,51.63348234))"
HP11 2LR,51.6345243,-0.763667779,"POINT((-0.763667779,51.6345243))"
HP11 2LS,51.634928,-0.765203,"POINT((-0.765203,51.634928))"
HP11 2LT,51.633599,-0.763668947,"POINT((-0.763668947,51.633599))"
HP11 2LU,51.63303773,-0.764242805,"POINT((-0.764242805,51.63303773))"
HP11 2LW,51.63358487,-0.759849829,"POINT((-0.759849829,51.63358487))"
HP11 2LX,51.63327722,-0.764785364,"POINT((-0.764785364,51.63327722))"
HP11 2LY,51.63341494,-0.765056157,"POINT((-0.765056157,51.63341494))"
HP11 2LZ,51.63374432,-0.76691,"POINT((-0.76691,51.63374432))"
HP11 2NA,51.63381092,-0.765088752,"POINT((-0.765088752,51.63381092))"
HP11 2NB,51.63417292,-0.765310112,"POINT((-0.765310112,51.63417292))"
HP11 2ND,51.63469414,-0.765281512,"POINT((-0.765281512,51.63469414))"
HP11 2NE,51.6348921,-0.763585532,"POINT((-0.763585532,51.6348921))"
HP11 2NF,51.63374432,-0.765596284,"POINT((-0.765596284,51.63374432))"
HP11 2NH,51.63422788,-0.76642,"POINT((-0.76642,51.63422788))"
HP11 2NJ,51.6336935,-0.767606107,"POINT((-0.767606107,51.6336935))"
HP11 2NL,51.63395095,-0.764723717,"POINT((-0.764723717,51.63395095))"
HP11 2NP,51.63171452,-0.759843035,"POINT((-0.759843035,51.63171452))"
HP11 2NZ,51.63069547,-0.75701006,"POINT((-0.75701006,51.63069547))"
HP11 2PA,51.63490313,-0.766345109,"POINT((-0.766345109,51.63490313))"
HP11 2PB,51.631356,-0.758119,"POINT((-0.758119,51.631356))"
HP11 2PE,51.634707,-0.765541,"POINT((-0.765541,51.634707))"
HP11 2PF,51.63442849,-0.767383897,"POINT((-0.767383897,51.63442849))"
HP11 2PG,51.63336341,-0.766141241,"POINT((-0.766141241,51.63336341))"
HP11 2PH,51.63349725,-0.767755917,"POINT((-0.767755917,51.63349725))"
HP11 2PJ,51.63263468,-0.766103216,"POINT((-0.766103216,51.63263468))"
HP11 2PL,51.63256112,-0.768518173,"POINT((-0.768518173,51.63256112))"
HP11 2PN,51.63124449,-0.769868632,"POINT((-0.769868632,51.63124449))"
HP11 2PQ,51.63058539,-0.760206132,"POINT((-0.760206132,51.63058539))"
HP11 2PR,51.630464,-0.757662,"POINT((-0.757662,51.630464))"
HP11 2PU,51.63112,-0.758891202,"POINT((-0.758891202,51.63112))"
HP11 2PW,51.63067133,-0.760680583,"POINT((-0.760680583,51.63067133))"
HP11 2PX,51.63172502,-0.759134767,"POINT((-0.759134767,51.63172502))"
HP11 2PZ,51.63164062,-0.759657218,"POINT((-0.759657218,51.63164062))"
HP11 2QA,51.6314968,-0.760513605,"POINT((-0.760513605,51.6314968))"
HP11 2QB,51.63059437,-0.759353441,"POINT((-0.759353441,51.63059437))"
HP11 2QE,51.63072176,-0.761199348,"POINT((-0.761199348,51.63072176))"
HP11 2QF,51.63101825,-0.762029279,"POINT((-0.762029279,51.63101825))"
HP11 2QH,51.63199091,-0.761323715,"POINT((-0.761323715,51.63199091))"
HP11 2QL,51.63151204,-0.761958044,"POINT((-0.761958044,51.63151204))"
HP11 2QN,51.63139732,-0.761310984,"POINT((-0.761310984,51.63139732))"
HP11 2QQ,51.631359,-0.763409817,"POINT((-0.763409817,51.631359))"
HP11 2QR,51.63233963,-0.763913,"POINT((-0.763913,51.63233963))"
HP11 2QS,51.63286359,-0.76392966,"POINT((-0.76392966,51.63286359))"
HP11 2QT,51.63139286,-0.764301946,"POINT((-0.764301946,51.63139286))"
HP11 2QU,51.63171447,-0.76484,"POINT((-0.76484,51.63171447))"
HP11 2QW,51.63189566,-0.763378019,"POINT((-0.763378019,51.63189566))"
HP11 2QY,51.63072084,-0.761965132,"POINT((-0.761965132,51.63072084))"
HP11 2RA,51.63216162,-0.765581446,"POINT((-0.765581446,51.63216162))"
HP11 2RB,51.63227689,-0.767138786,"POINT((-0.767138786,51.63227689))"
HP11 2RD,51.63249172,-0.76704627,"POINT((-0.76704627,51.63249172))"
HP11 2RE,51.63274251,-0.766952777,"POINT((-0.766952777,51.63274251))"
HP11 2RF,51.63317884,-0.767403317,"POINT((-0.767403317,51.63317884))"
HP11 2RG,51.63124602,-0.760911,"POINT((-0.760911,51.63124602))"
HP11 2RH,51.63109103,-0.764872,"POINT((-0.764872,51.63109103))"
HP11 2RL,51.6330038,-0.767003489,"POINT((-0.767003489,51.6330038))"
HP11 2RN,51.63336853,-0.762687,"POINT((-0.762687,51.63336853))"
HP11 2RQ,51.63124602,-0.76042,"POINT((-0.76042,51.63124602))"
HP11 2RS,51.632491,-0.761715,"POINT((-0.761715,51.632491))"
HP11 2RW,51.6330568,-0.762638444,"POINT((-0.762638444,51.6330568))"
HP11 2RX,51.632811,-0.761359,"POINT((-0.761359,51.632811))"
HP11 2RZ,51.63304355,-0.760529246,"POINT((-0.760529246,51.63304355))"
HP11 2SA,51.63026938,-0.763494476,"POINT((-0.763494476,51.63026938))"
HP11 2SB,51.632446,-0.763464,"POINT((-0.763464,51.632446))"
HP11 2SD,51.63158624,-0.762172753,"POINT((-0.762172753,51.63158624))"
HP11 2SE,51.63139578,-0.762871465,"POINT((-0.762871465,51.63139578))"
HP11 2SF,51.63085049,-0.763175263,"POINT((-0.763175263,51.63085049))"
HP11 2SG,51.63034466,-0.762957847,"POINT((-0.762957847,51.63034466))"
HP11 2SH,51.63054099,-0.765379811,"POINT((-0.765379811,51.63054099))"
HP11 2SJ,51.63040357,-0.765137922,"POINT((-0.765137922,51.63040357))"
HP11 2SN,51.63071606,-0.764927162,"POINT((-0.764927162,51.63071606))"
HP11 2SQ,51.62992063,-0.763677334,"POINT((-0.763677334,51.62992063))"
HP11 2SR,51.63059647,-0.768094576,"POINT((-0.768094576,51.63059647))"
HP11 2SS,51.62983877,-0.765297736,"POINT((-0.765297736,51.62983877))"
HP11 2ST,51.62795626,-0.764135253,"POINT((-0.764135253,51.62795626))"
HP11 2SU,51.62778347,-0.764804526,"POINT((-0.764804526,51.62778347))"
HP11 2SW,51.63144605,-0.767652557,"POINT((-0.767652557,51.63144605))"
HP11 2SX,51.62871524,-0.766195093,"POINT((-0.766195093,51.62871524))"
HP11 2SY,51.62894623,-0.765928768,"POINT((-0.765928768,51.62894623))"
HP11 2SZ,51.63110569,-0.76264818,"POINT((-0.76264818,51.63110569))"
HP11 2TA,51.63025625,-0.764809614,"POINT((-0.764809614,51.63025625))"
HP11 2TB,51.62900022,-0.76422247,"POINT((-0.76422247,51.62900022))"
HP11 2TD,51.63179163,-0.767166389,"POINT((-0.767166389,51.63179163))"
HP11 2TE,51.6318067,-0.761762191,"POINT((-0.761762191,51.6318067))"
HP11 2TF,51.63182575,-0.761862813,"POINT((-0.761862813,51.63182575))"
HP11 2TG,51.61804781,-0.766744352,"POINT((-0.766744352,51.61804781))"
HP11 2TH,51.61969435,-0.766844173,"POINT((-0.766844173,51.61969435))"
HP11 2TJ,51.62094217,-0.766651456,"POINT((-0.766651456,51.62094217))"
HP11 2TL,51.62263935,-0.765579802,"POINT((-0.765579802,51.62263935))"
HP11 2TN,51.6244623,-0.766209315,"POINT((-0.766209315,51.6244623))"
HP11 2TP,51.62611,-0.765453835,"POINT((-0.765453835,51.62611))"
HP11 2TQ,51.61840824,-0.767673468,"POINT((-0.767673468,51.61840824))"
HP11 2TR,51.626375,-0.754744,"POINT((-0.754744,51.626375))"
HP11 2TT,51.626442,-0.753419138,"POINT((-0.753419138,51.626442))"
HP11 2TU,51.61997447,-0.764409842,"POINT((-0.764409842,51.61997447))"
HP11 2TW,51.62546623,-0.765055251,"POINT((-0.765055251,51.62546623))"
HP11 2TX,51.61999,-0.76503055,"POINT((-0.76503055,51.61999))"
HP11 2TY,51.62085463,-0.764992,"POINT((-0.764992,51.62085463))"
HP11 2TZ,51.62209807,-0.763702121,"POINT((-0.763702121,51.62209807))"
HP11 2UA,51.62219514,-0.762673847,"POINT((-0.762673847,51.62219514))"
HP11 2UB,51.62429631,-0.763252335,"POINT((-0.763252335,51.62429631))"
HP11 2UD,51.62401217,-0.762739998,"POINT((-0.762739998,51.62401217))"
HP11 2UE,51.630952,-0.760716,"POINT((-0.760716,51.630952))"
HP11 2UH,51.62654088,-0.761226525,"POINT((-0.761226525,51.62654088))"
HP11 2UJ,51.62580011,-0.760899976,"POINT((-0.760899976,51.62580011))"
HP11 2UL,51.62639126,-0.759829248,"POINT((-0.759829248,51.62639126))"
HP11 2UN,51.62560631,-0.760428514,"POINT((-0.760428514,51.62560631))"
HP11 2UP,51.62351273,-0.758867606,"POINT((-0.758867606,51.62351273))"
HP11 2UQ,51.62646653,-0.761849768,"POINT((-0.761849768,51.62646653))"
HP11 2UR,51.62261016,-0.759397828,"POINT((-0.759397828,51.62261016))"
HP11 2UT,51.62296725,-0.757452349,"POINT((-0.757452349,51.62296725))"
HP11 2UW,51.62447063,-0.760894,"POINT((-0.760894,51.62447063))"
HP11 2XA,51.6224963,-0.75713296,"POINT((-0.75713296,51.6224963))"
HP11 2XE,51.62795726,-0.750104,"POINT((-0.750104,51.62795726))"
HP11 2XG,51.63106293,-0.753503502,"POINT((-0.753503502,51.63106293))"
HP11 2XL,51.62912846,-0.751809,"POINT((-0.751809,51.62912846))"
HP11 9BU,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
HP11 9EE,51.6277584,-0.748002928,"POINT((-0.748002928,51.6277584))"
